32 - Contraceptive prevalence among women who are married or in a union  aged 15-49

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,288,Ghana,2003,Female,25.2,-,-,1,1,Source: 2003 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,288,Ghana,2008,Female,23.5,-,-,1,1,Figures by method do not add up to the total.,Source: 2008 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,288,Ghana,1998,Female,15,-,-,1,1,Year of the survey: 1998 - 1999,Source: 1998 - 1999 LSMS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,288,Ghana,2006,Female,24.2,-,-,1,1,Source: 2005 - 2006 LSMS,Year of the survey: 2005 - 2006,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,288,Ghana,2011,Female,34.7,-,-,1,1,Figures by method do not add up to the total.,Source: 2011 MICS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,288,Ghana,2013,Female,19.5,-,-,1,1,Source: Ghana 2013 PMA2020,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,288,Ghana,2014,Female,25.6,-,-,1,1,Preliminary data.,Source: Ghana 2014 PMA2020 Round 3,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,324,Guinea,1999,Female,6.2,-,-,1,1,Source: 1999 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,324,Guinea,2005,Female,9.1,-,-,1,1,Source: 2005 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,324,Guinea,2012,Female,5.6,-,-,1,1,Source: 2012 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,384,Côte d'Ivoire,1999,Female,15,-,-,1,1,Year of the survey: 1998 - 1999,Source: 1998 - 1999 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,384,Côte d'Ivoire,2006,Female,12.9,-,-,1,1,Source: 2006 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,384,Côte d'Ivoire,2012,Female,18.2,-,-,1,1,Year of the survey: 2011 - 2012,Source: 2011 - 2012 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,404,Kenya,2003,Female,39.3,-,-,1,1,Figures by method do not add up to the total.,Source: 2003 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,404,Kenya,2009,Female,45.5,-,-,1,1,Year of the survey: 2008 - 2009,Source: 2008 - 2009 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,404,Kenya,1998,Female,39,-,-,1,1,Figures by method do not add up to the total.,Source: 1998 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,404,Kenya,2014,Female,58,-,-,1,1,Preliminary data.,Source: Kenya  2014 PMA2020 Round 2,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,426,Lesotho,2000,Female,30.4,-,-,1,1,Source: 2000 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,426,Lesotho,2005,Female,37.3,-,-,1,1,Year of the survey: 2004 - 2005,Source: 2004 - 2005 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,426,Lesotho,2010,Female,47,-,-,1,1,Source: 2009 - 2010 DHS,Year of the survey: 2009 - 2010,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,426,Lesotho,2001,Female,40.6,-,-,1,1,Data pertain to women aged 12 to 49.,Source: Lesotho 2001 Demographic Survey,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,426,Lesotho,1995,Female,29.1,-,-,1,1,Data pertain to a non-standard age or marital status group.,Source: Lesotho 1995 Safe Motherhood Initiative Women&quot;s Health Survey,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,426,Lesotho,2011,Female,50.7,-,-,1,1,Data pertain to women aged 12 to 49.,Source: Lesotho 2011 Demographic Survey,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,426,Lesotho,2002,Female,38,-,-,1,1,Figures by method do not add up to the total.,Data pertain to women aged 12 to 49.,Data pertain to a non-standard age or marital status group.,Data pertain to a specified time period for current use of contraception.,Source: Lesotho 2002 Reproductive Health Survey,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,426,Lesotho,2014,Female,60.2,-,-,1,1,Source: 2014 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,430,Liberia,2007,Female,11.4,-,-,1,1,Source: 2007 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,430,Liberia,2013,Female,20.2,-,-,1,1,Source: 2013 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,450,Madagascar,1999,Female,25,-,-,1,1,Source: Madagascar 1999 Survey,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,450,Madagascar,2000,Female,18.8,-,-,1,1,Source: 2000 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,450,Madagascar,2009,Female,39.9,-,-,1,1,Year of the survey: 2008 - 2009,Source: 2008 - 2009 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,450,Madagascar,2004,Female,27.1,-,-,1,1,Source: 2003 - 2004 DHS,Year of the survey: 2003 - 2004,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,450,Madagascar,1997,Female,19.4,-,-,1,1,Source: 1997 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,454,Malawi,2000,Female,30.6,-,-,1,1,Source: 2000 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,454,Malawi,2010,Female,46.1,-,-,1,1,Source: 2010 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,454,Malawi,1996,Female,21.9,-,-,1,1,Source: 1996 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,454,Malawi,2004,Female,32.5,-,-,1,1,Source: 2004 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,454,Malawi,2006,Female,41,-,-,1,1,Source: 2006 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,454,Malawi,2014,Female,58.6,-,-,1,1,Year of the survey: 2013 - 2014,Source: 2013 - 2014 MICS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,466,Mali,1996,Female,6.7,-,-,1,1,Year of the survey: 1995 - 1996,Source: 1995 - 1996 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,466,Mali,2001,Female,8.1,-,-,1,1,Source: 2001 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,466,Mali,2006,Female,8.2,-,-,1,1,Source: 2006 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,466,Mali,2013,Female,10.3,-,-,1,1,Year of the survey: 2012 - 2013,Source: 2012 - 2013 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,478,Mauritania,2007,Female,9.3,-,-,1,1,Adjusted.,Source: 2007 MICS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,478,Mauritania,2001,Female,8,-,-,1,1,Year of the survey: 2000 - 2001,Source: 2000 - 2001 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,478,Mauritania,2011,Female,11.4,-,-,1,1,Source: 2011 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,480,Mauritius,2002,Female,75.8,-,-,1,1,Adjusted.,Source: Mauritius 2002 Contraceptive Prevalence Survey of Mauritius and Rodrigues Islands,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,508,Mozambique,2008,Female,16.2,-,-,1,1,Source: 2008 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,508,Mozambique,2004,Female,25.5,-,-,1,1,Source: 2003 - 2004 DHS,Year of the survey: 2003 - 2004,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,508,Mozambique,2011,Female,11.6,-,-,1,1,Source: 2011 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,508,Mozambique,1997,Female,5.6,-,-,1,1,Source: 1997 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,516,Namibia,2000,Female,43.7,-,-,1,1,Figures by method do not add up to the total.,Source: 2000 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,516,Namibia,2007,Female,55.1,-,-,1,1,Year of the survey: 2006 - 2007,Source: 2006 - 2007 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,516,Namibia,2013,Female,56.1,-,-,1,1,Source: 2013 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,562,Niger,2000,Female,14,-,-,1,1,Source: 2000 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,562,Niger,1998,Female,8.2,-,-,1,1,Source: 1998 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,562,Niger,2006,Female,11.2,-,-,1,1,Source: 2006 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,562,Niger,2012,Female,13.9,-,-,1,1,Source: 2012 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,566,Nigeria,1999,Female,15.3,-,-,1,1,Source: 1999 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,566,Nigeria,2003,Female,12.6,-,-,1,1,Source: 2003 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,566,Nigeria,2008,Female,14.6,-,-,1,1,Source: 2008 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,566,Nigeria,2007,Female,14.7,-,-,1,1,Figures by method do not add up to the total.,Source: 2007 MICS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,566,Nigeria,2011,Female,14.1,-,-,1,1,Figures by method do not add up to the total.,Source: 2011 MICS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,566,Nigeria,2012,Female,13.5,-,-,1,1,Source: Nigeria 2012 NARHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,566,Nigeria,2013,Female,15.1,-,-,1,1,Source: 2013 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,624,Guinea-Bissau,2000,Female,7.6,-,-,1,1,Source: 2000 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,624,Guinea-Bissau,2010,Female,14.2,-,-,1,1,Source: 2010 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,624,Guinea-Bissau,2006,Female,10.3,-,-,1,1,Source: 2006 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,638,Réunion,1997,Female,66.6,-,-,1,1,Figures by method do not add up to the total.,Adjusted.,Data pertain to a non-standard age or marital status group.,Data pertain to women aged 20 to 44.,Source: Reunion 1997 EnquÃªte DEMO97  volet Famille,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,646,Rwanda,2008,Female,36.4,-,-,1,1,Year of the survey: 2007 - 2008,Source: 2007 - 2008 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,646,Rwanda,2000,Female,13.2,-,-,1,1,Figures by method do not add up to the total.,Source: 2000 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,646,Rwanda,2005,Female,17.4,-,-,1,1,Source: 2005 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,646,Rwanda,1996,Female,13.7,-,-,1,1,Data pertain to a non-standard age or marital status group.,Data pertain to women aged 20 to 49.,Source: Rwanda 1996 Socio-demographic Survey,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,646,Rwanda,2011,Female,51.6,-,-,1,1,Year of the survey: 2010 - 2011,Source: 2010 - 2011 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,678,Sao Tome and Principe,2000,Female,29.3,-,-,1,1,Figures by method do not add up to the total.,Source: 2000 MICS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,678,Sao Tome and Principe,2009,Female,38.4,-,-,1,1,Figures by method do not add up to the total.,Year of the survey: 2008 - 2009,Source: 2008 - 2009 DHS,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,678,Sao Tome and Principe,2006,Female,30.7,-,-,1,1,Adjusted.,Source: 2006 MICS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,686,Senegal,1999,Female,10.5,-,-,1,1,Source: 1999 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,686,Senegal,2005,Female,11.8,-,-,1,1,Source: 2005 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,686,Senegal,2011,Female,13.1,-,-,1,1,Year of the survey: 2010 - 2011,Source: 2010 - 2011 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,686,Senegal,1997,Female,12.9,-,-,1,1,Figures by method do not add up to the total.,Source: 1997 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,686,Senegal,2013,Female,17.8,-,-,1,1,Year of the survey: 2012 - 2013,Source: 2012 - 2013 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,694,Sierra Leone,2008,Female,8.2,-,-,1,1,Source: 2008 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,694,Sierra Leone,2000,Female,4.3,-,-,1,1,Source: 2000 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,694,Sierra Leone,2005,Female,5.3,-,-,1,1,Source: 2005 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,694,Sierra Leone,2010,Female,11,-,-,1,1,Source: 2010 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,694,Sierra Leone,2013,Female,16.6,-,-,1,1,Source: Sierra Leone 2013 Demographic and Health Survey,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,706,Somalia,1999,Female,7.9,-,-,1,1,Source: 1999 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,706,Somalia,2006,Female,14.6,-,-,1,1,Source: 2006 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,710,South Africa,1998,Female,56.3,-,-,1,1,Source: 1998 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,710,South Africa,2004,Female,59.9,-,-,1,1,Source: 2003 - 2004 DHS,Year of the survey: 2003 - 2004,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,716,Zimbabwe,1999,Female,53.5,-,-,1,1,Source: 1999 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,716,Zimbabwe,2006,Female,60.2,-,-,1,1,Year of the survey: 2005 - 2006,Source: 2005 - 2006 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,716,Zimbabwe,2011,Female,58.5,-,-,1,1,Year of the survey: 2010 - 2011,Source: 2010 - 2011 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,716,Zimbabwe,2014,Female,66.9,-,-,1,1,Source: 2014 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,728,South Sudan,2010,Female,4,-,-,1,1,Source: 2010 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,728,South Sudan,2006,Female,3.5,-,-,1,1,Estimate.,Source: Sudan 2006 Household Health Survey,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,729,Sudan,1999,Female,7,-,-,1,1,Figures by method do not add up to the total.,Data pertain to pre-secession Northern Sudan.,Source: Sudan 1999 National Safe Motherhood Survey,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,729,Sudan,2010,Female,9,-,-,1,1,Source: Sudan 2010 Household Health Survey Second Round,Data pertain to pre-secession Sudan  including data for South Sudan.,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,729,Sudan,2006,Female,9.5,-,-,1,1,Estimate.,Source: Sudan 2006 Household Health Survey,Data pertain to pre-secession Northern Sudan.,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,748,Swaziland,2000,Female,27.7,-,-,1,1,Source: 2000 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,748,Swaziland,2007,Female,50.6,-,-,1,1,Year of the survey: 2006 - 2007,Source: 2006 - 2007 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,748,Swaziland,2010,Female,65.2,-,-,1,1,Source: 2010 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,748,Swaziland,2002,Female,40.1,-,-,1,1,Data pertain to a non-standard age or marital status group.,Source: Swaziland 2002 Community Health Survey,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,768,Togo,2000,Female,25.7,-,-,1,1,Source: 2000 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,768,Togo,2010,Female,15.2,-,-,1,1,Source: 2010 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,768,Togo,1998,Female,23.5,-,-,1,1,Source: 1998 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,768,Togo,2006,Female,16.8,-,-,1,1,Source: 2006 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,768,Togo,2014,Female,19.9,-,-,1,1,Year of the survey: 2013 - 2014,Source: Togo 2013-2014 Demographic and Health Survey and MICS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,800,Uganda,2005,Female,19.7,-,-,1,1,Year of the survey: 2004 - 2005,Source: 2004 - 2005 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,800,Uganda,2001,Female,22.8,-,-,1,1,Year of the survey: 2000 - 2001,Source: 2000 - 2001 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,800,Uganda,2006,Female,23.7,-,-,1,1,Source: 2006 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,800,Uganda,1995,Female,14.8,-,-,1,1,Source: 1995 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,800,Uganda,2011,Female,30,-,-,1,1,Source: 2011 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,800,Uganda,2014,Female,27.2,-,-,1,1,Source: Uganda 2014 PMA,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,834,United Republic of Tanzania,1999,Female,25.4,-,-,1,1,Figures by method do not add up to the total.,Source: 1999 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,834,United Republic of Tanzania,2005,Female,26.4,-,-,1,1,Year of the survey: 2004 - 2005,Source: 2004 - 2005 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,834,United Republic of Tanzania,2010,Female,34.4,-,-,1,1,Figures by method do not add up to the total.,Source: 2009 - 2010 DHS,Year of the survey: 2009 - 2010,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,834,United Republic of Tanzania,1996,Female,18.4,-,-,1,1,Source: 1996 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,834,United Republic of Tanzania,2004,Female,28.2,-,-,1,1,Figures by method do not add up to the total.,Source: 2003 - 2004 DHS,Year of the survey: 2003 - 2004,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,854,Burkina Faso,1999,Female,11.9,-,-,1,1,Year of the survey: 1998 - 1999,Source: 1998 - 1999 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,854,Burkina Faso,2003,Female,13.8,-,-,1,1,Figures by method do not add up to the total.,Source: 2003 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,854,Burkina Faso,2006,Female,17.4,-,-,1,1,Source: 2006 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,854,Burkina Faso,2011,Female,16.2,-,-,1,1,Year of the survey: 2010 - 2011,Source: 2010 - 2011 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,854,Burkina Faso,2014,Female,17,-,-,1,1,Preliminary data.,Source: Burkina Faso 2014 PMA,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,894,Zambia,1999,Female,22,-,-,1,1,Source: 1999 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,894,Zambia,2007,Female,40.8,-,-,1,1,Figures by method do not add up to the total.,Source: 2007 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,894,Zambia,1997,Female,25.9,-,-,1,1,Figures by method do not add up to the total.,Year of the survey: 1996 - 1997,Source: 1996 - 1997 DHS,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,894,Zambia,2002,Female,34.2,-,-,1,1,Year of the survey: 2001 - 2002,Source: 2001 - 2002 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Sub-Saharan Africa,894,Zambia,2014,Female,49,-,-,1,1,Year of the survey: 2013 - 2014,Source: 2013 - 2014 DHS,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Latin America and the Caribbean,32,Argentina,2005,Female,78.9,-,-,1,1,Figures by method do not add up to the total.,Data pertain to a non-standard age or marital status group.,Source: Argentina 2004-2005 National Nutrition and Health Survey,Year of the survey: 2004 - 2005,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Latin America and the Caribbean,32,Argentina,2001,Female,65.3,-,-,1,1,Figures by method do not add up to the total.,Data pertain to a non-standard age or marital status group.,Source: Argentina 2001 Encuesta de Condiciones de Vida,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Latin America and the Caribbean,32,Argentina,2012,Female,55.4,-,-,1,1,Data pertain to a non-standard age or marital status group.,Source: 2011 - 2012 MICS,Year of the survey: 2011 - 2012,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Latin America and the Caribbean,52,Barbados,2012,Female,59.2,-,-,1,1,Source: 2012 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2008,Female,60.5,-,-,1,1,Source: 2008 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2000,Female,53.4,-,-,1,1,Source: 2000 MICS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Latin America and the Caribbean,68,Bolivia (Plurinational State of),1998,Female,48.3,-,-,1,1,Source: 1998 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2004,Female,58.4,-,-,1,1,Source: 2003 - 2004 DHS,Year of the survey: 2003 - 2004,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Latin America and the Caribbean,76,Brazil,1996,Female,76.7,-,-,1,1,Source: 1996 DHS,-,-,-,-,-,-
Contraceptive prevalence among women who are married or in a union  aged 15-49,Latin America and the Caribbean,76,Brazil,2006,Female,80.3,-,-,1,1,Source: Brazil 2006 Pesquisa Nacional por Amostra de DomicÃ­lios,-,-,-,-,-,-
